player,score
"['M_Anh', 'Hieu', 'PhongMinhAnh', 'NA_ifelse']","[0, 1, 1, 4]"
"['NA_ifelse', 'Hieu', 'M_Anh', 'random']","[0, 2, 5, 9]"
"['Hieu', 'NA_ifelse', 'Phongcu', 'M_Anh']","[0, 4, 9, 13]"
"['M_Anh', 'PhongMinhAnh', 'Hieu', 'random']","[0, 1, 2, 2]"
"['Phongcu', 'Hieu', 'PhongMinhAnh', 'M_Anh']","[0, 1, 5, 9]"
"['Phongcu', 'Hieu', 'M_Anh', 'random']","[0, 1, 2, 8]"
"['Hieu', 'PhongMinhAnh', 'random', 'NA_ifelse']","[0, 1, 1, 3]"
"['PhongMinhAnh', 'Hieu', 'NA_ifelse', 'Phongcu']","[0, 1, 1, 1]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'random']","[0, 1, 2, 5]"
"['Hieu', 'Phongcu', 'random', 'PhongMinhAnh']","[0, 2, 6, 9]"
"['NA_ifelse', 'M_Anh', 'PhongMinhAnh', 'random']","[0, 7, 7, 7]"
"['Phongcu', 'M_Anh', 'PhongMinhAnh', 'NA_ifelse']","[0, 1, 1, 7]"
"['Phongcu', 'NA_ifelse', 'M_Anh', 'random']","[0, 2, 4, 5]"
"['M_Anh', 'Phongcu', 'random', 'PhongMinhAnh']","[0, 1, 2, 3]"
"['Phongcu', 'NA_ifelse', 'PhongMinhAnh', 'random']","[0, 11, 11, 13]"
"['Hieu', 'NA_RL', 'NA_ifelse', 'M_Anh']","[0, 2, 2, 3]"
"['Hieu', 'NA_RL', 'PhongMinhAnh', 'M_Anh']","[0, 2, 2, 4]"
"['M_Anh', 'Hieu', 'random', 'NA_RL']","[0, 1, 1, 3]"
"['Phongcu', 'Hieu', 'M_Anh', 'NA_RL']","[0, 2, 2, 12]"
"['PhongMinhAnh', 'Hieu', 'NA_ifelse', 'NA_RL']","[0, 2, 3, 4]"
"['Hieu', 'NA_RL', 'NA_ifelse', 'random']","[0, 2, 2, 4]"
"['NA_RL', 'NA_ifelse', 'Hieu', 'Phongcu']","[0, 3, 7, 7]"
"['Hieu', 'PhongMinhAnh', 'random', 'NA_RL']","[0, 1, 8, 9]"
"['PhongMinhAnh', 'Phongcu', 'NA_RL', 'Hieu']","[0, 2, 3, 3]"
"['Phongcu', 'Hieu', 'random', 'NA_RL']","[0, 6, 6, 11]"
"['M_Anh', 'NA_RL', 'NA_ifelse', 'PhongMinhAnh']","[0, 1, 1, 2]"
"['NA_ifelse', 'NA_RL', 'M_Anh', 'random']","[0, 8, 8, 8]"
"['NA_ifelse', 'M_Anh', 'Phongcu', 'NA_RL']","[0, 2, 5, 12]"
"['random', 'M_Anh', 'NA_RL', 'PhongMinhAnh']","[0, 2, 3, 3]"
"['NA_RL', 'Phongcu', 'PhongMinhAnh', 'M_Anh']","[0, 1, 5, 10]"
"['M_Anh', 'Phongcu', 'random', 'NA_RL']","[0, 4, 9, 11]"
"['PhongMinhAnh', 'NA_ifelse', 'NA_RL', 'random']","[0, 3, 5, 8]"
"['NA_ifelse', 'PhongMinhAnh', 'Phongcu', 'NA_RL']","[0, 1, 1, 8]"
"['Phongcu', 'NA_ifelse', 'random', 'NA_RL']","[0, 1, 4, 6]"
"['Phongcu', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 3, 5, 10]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'PhongMinhAnh']","[0, 1, 2, 2]"
"['Hieu', 'NA_ifelse', 'random', 'M_Anh']","[0, 1, 1, 3]"
"['M_Anh', 'NA_ifelse', 'Phongcu', 'Hieu']","[0, 1, 2, 6]"
"['PhongMinhAnh', 'M_Anh', 'Hieu', 'random']","[0, 1, 5, 6]"
"['Hieu', 'M_Anh', 'Phongcu', 'PhongMinhAnh']","[0, 7, 7, 13]"
"['Hieu', 'Phongcu', 'M_Anh', 'random']","[0, 1, 5, 5]"
"['NA_ifelse', 'Hieu', 'random', 'PhongMinhAnh']","[0, 3, 5, 9]"
"['NA_ifelse', 'Hieu', 'Phongcu', 'PhongMinhAnh']","[0, 1, 2, 4]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'random']","[0, 2, 3, 4]"
"['Phongcu', 'PhongMinhAnh', 'Hieu', 'random']","[0, 1, 3, 5]"
"['NA_ifelse', 'M_Anh', 'random', 'PhongMinhAnh']","[0, 1, 2, 3]"
"['Phongcu', 'NA_ifelse', 'M_Anh', 'PhongMinhAnh']","[0, 1, 2, 5]"
"['M_Anh', 'NA_ifelse', 'Phongcu', 'random']","[0, 1, 3, 4]"
"['Phongcu', 'M_Anh', 'random', 'PhongMinhAnh']","[0, 5, 8, 11]"
"['Phongcu', 'PhongMinhAnh', 'NA_ifelse', 'random']","[0, 2, 4, 7]"
"['Hieu', 'NA_RL', 'M_Anh', 'NA_ifelse']","[0, 5, 6, 8]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'NA_RL']","[0, 3, 4, 8]"
"['Hieu', 'M_Anh', 'NA_RL', 'random']","[0, 2, 3, 3]"
"['M_Anh', 'Hieu', 'NA_RL', 'Phongcu']","[0, 4, 5, 5]"
"['NA_ifelse', 'Hieu', 'PhongMinhAnh', 'NA_RL']","[0, 1, 2, 5]"
"['NA_ifelse', 'Hieu', 'NA_RL', 'random']","[0, 3, 4, 9]"
"['Phongcu', 'NA_ifelse', 'Hieu', 'NA_RL']","[0, 3, 4, 7]"
"['Hieu', 'random', 'PhongMinhAnh', 'NA_RL']","[0, 3, 4, 10]"
"['Hieu', 'NA_RL', 'Phongcu', 'PhongMinhAnh']","[0, 3, 3, 6]"
"['Phongcu', 'Hieu', 'NA_RL', 'random']","[0, 3, 8, 9]"
"['NA_RL', 'NA_ifelse', 'PhongMinhAnh', 'M_Anh']","[0, 1, 4, 8]"
"['M_Anh', 'NA_RL', 'random', 'NA_ifelse']","[0, 2, 5, 7]"
"['Phongcu', 'NA_RL', 'NA_ifelse', 'M_Anh']","[0, 2, 3, 4]"
"['M_Anh', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 2, 5, 8]"
"['Phongcu', 'PhongMinhAnh', 'NA_RL', 'M_Anh']","[0, 7, 9, 9]"
"['Phongcu', 'NA_RL', 'M_Anh', 'random']","[0, 4, 5, 9]"
"['PhongMinhAnh', 'NA_ifelse', 'NA_RL', 'random']","[0, 1, 2, 3]"
"['Phongcu', 'NA_ifelse', 'PhongMinhAnh', 'NA_RL']","[0, 1, 1, 2]"
"['Phongcu', 'random', 'NA_RL', 'NA_ifelse']","[0, 9, 11, 13]"
"['Phongcu', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 1, 4, 8]"
"['NA_ifelse', 'Hieu', 'PhongMinhAnh', 'M_Anh']","[0, 2, 2, 4]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'random']","[0, 1, 2, 4]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'Phongcu']","[0, 1, 3, 3]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'random']","[0, 1, 2, 5]"
"['PhongMinhAnh', 'M_Anh', 'Hieu', 'Phongcu']","[0, 1, 3, 5]"
"['Phongcu', 'random', 'Hieu', 'M_Anh']","[0, 4, 5, 6]"
"['NA_ifelse', 'Hieu', 'PhongMinhAnh', 'random']","[0, 1, 1, 5]"
"['PhongMinhAnh', 'Hieu', 'Phongcu', 'NA_ifelse']","[0, 5, 8, 9]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'random']","[0, 5, 9, 11]"
"['Hieu', 'PhongMinhAnh', 'random', 'Phongcu']","[0, 12, 13, 13]"
"['NA_ifelse', 'M_Anh', 'PhongMinhAnh', 'random']","[0, 1, 2, 2]"
"['NA_ifelse', 'Phongcu', 'M_Anh', 'PhongMinhAnh']","[0, 1, 3, 5]"
"['M_Anh', 'NA_ifelse', 'Phongcu', 'random']","[0, 1, 2, 6]"
"['Phongcu', 'PhongMinhAnh', 'M_Anh', 'random']","[0, 3, 4, 6]"
"['NA_ifelse', 'PhongMinhAnh', 'Phongcu', 'random']","[0, 7, 8, 11]"
"['Hieu', 'M_Anh', 'NA_ifelse', 'NA_RL']","[0, 1, 1, 2]"
"['Hieu', 'PhongMinhAnh', 'NA_RL', 'M_Anh']","[0, 2, 3, 4]"
"['random', 'Hieu', 'NA_RL', 'M_Anh']","[0, 2, 4, 5]"
"['Hieu', 'NA_RL', 'M_Anh', 'Phongcu']","[0, 1, 6, 6]"
"['NA_ifelse', 'NA_RL', 'Hieu', 'PhongMinhAnh']","[0, 1, 1, 4]"
"['Hieu', 'NA_ifelse', 'NA_RL', 'random']","[0, 1, 3, 12]"
"['Hieu', 'NA_ifelse', 'Phongcu', 'NA_RL']","[0, 4, 5, 7]"
"['PhongMinhAnh', 'NA_RL', 'Hieu', 'random']","[0, 6, 10, 10]"
"['Phongcu', 'Hieu', 'NA_RL', 'PhongMinhAnh']","[0, 2, 4, 10]"
"['Phongcu', 'Hieu', 'random', 'NA_RL']","[0, 2, 2, 5]"
"['NA_ifelse', 'M_Anh', 'NA_RL', 'PhongMinhAnh']","[0, 3, 6, 7]"
"['M_Anh', 'NA_ifelse', 'NA_RL', 'random']","[0, 3, 4, 7]"
"['M_Anh', 'NA_ifelse', 'Phongcu', 'NA_RL']","[0, 6, 7, 10]"
"['M_Anh', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 2, 5, 10]"
"['PhongMinhAnh', 'Phongcu', 'M_Anh', 'NA_RL']","[0, 3, 6, 10]"
"['Phongcu', 'M_Anh', 'NA_RL', 'random']","[0, 4, 5, 6]"
"['PhongMinhAnh', 'NA_ifelse', 'NA_RL', 'random']","[0, 1, 2, 8]"
"['PhongMinhAnh', 'NA_ifelse', 'Phongcu', 'NA_RL']","[0, 4, 4, 7]"
"['Phongcu', 'NA_RL', 'NA_ifelse', 'random']","[0, 11, 11, 11]"
"['NA_RL', 'PhongMinhAnh', 'random', 'Phongcu']","[0, 1, 5, 5]"
"['M_Anh', 'Hieu', 'PhongMinhAnh', 'NA_ifelse']","[0, 1, 1, 3]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'random']","[0, 2, 5, 5]"
"['Phongcu', 'Hieu', 'NA_ifelse', 'M_Anh']","[0, 2, 2, 3]"
"['Hieu', 'M_Anh', 'PhongMinhAnh', 'random']","[0, 6, 7, 11]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'Phongcu']","[0, 5, 8, 8]"
"['Hieu', 'M_Anh', 'Phongcu', 'random']","[0, 2, 6, 8]"
"['Hieu', 'NA_ifelse', 'PhongMinhAnh', 'random']","[0, 1, 3, 5]"
"['Hieu', 'NA_ifelse', 'PhongMinhAnh', 'Phongcu']","[0, 2, 2, 5]"
"['Phongcu', 'NA_ifelse', 'Hieu', 'random']","[0, 3, 5, 9]"
"['PhongMinhAnh', 'Phongcu', 'Hieu', 'random']","[0, 2, 3, 11]"
"['M_Anh', 'PhongMinhAnh', 'NA_ifelse', 'random']","[0, 7, 10, 13]"
"['M_Anh', 'PhongMinhAnh', 'Phongcu', 'NA_ifelse']","[0, 3, 3, 4]"
"['Phongcu', 'NA_ifelse', 'M_Anh', 'random']","[0, 1, 4, 6]"
"['Phongcu', 'PhongMinhAnh', 'M_Anh', 'random']","[0, 2, 4, 5]"
"['Phongcu', 'PhongMinhAnh', 'NA_ifelse', 'random']","[0, 6, 11, 11]"
"['M_Anh', 'NA_RL', 'Hieu', 'NA_ifelse']","[0, 1, 2, 4]"
"['PhongMinhAnh', 'M_Anh', 'Hieu', 'NA_RL']","[0, 1, 2, 4]"
"['Hieu', 'random', 'NA_RL', 'M_Anh']","[0, 1, 2, 4]"
"['Phongcu', 'NA_RL', 'Hieu', 'M_Anh']","[0, 1, 2, 2]"
"['NA_RL', 'Hieu', 'PhongMinhAnh', 'NA_ifelse']","[0, 1, 1, 2]"
"['Hieu', 'NA_RL', 'NA_ifelse', 'random']","[0, 1, 1, 4]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'NA_RL']","[0, 3, 4, 9]"
"['Hieu', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 2, 5, 11]"
"['Phongcu', 'Hieu', 'PhongMinhAnh', 'NA_RL']","[0, 3, 6, 8]"
"['Phongcu', 'Hieu', 'NA_RL', 'random']","[0, 2, 3, 6]"
"['PhongMinhAnh', 'M_Anh', 'NA_ifelse', 'NA_RL']","[0, 2, 4, 12]"
"['NA_ifelse', 'random', 'M_Anh', 'NA_RL']","[0, 2, 4, 8]"
"['M_Anh', 'NA_ifelse', 'Phongcu', 'NA_RL']","[0, 1, 1, 4]"
"['M_Anh', 'NA_RL', 'random', 'PhongMinhAnh']","[0, 2, 4, 5]"
"['M_Anh', 'PhongMinhAnh', 'Phongcu', 'NA_RL']","[0, 3, 3, 5]"
"['M_Anh', 'Phongcu', 'NA_RL', 'random']","[0, 3, 8, 8]"
"['PhongMinhAnh', 'NA_ifelse', 'NA_RL', 'random']","[0, 3, 5, 10]"
"['Phongcu', 'NA_RL', 'NA_ifelse', 'PhongMinhAnh']","[0, 2, 3, 3]"
"['Phongcu', 'NA_ifelse', 'NA_RL', 'random']","[0, 8, 9, 10]"
"['PhongMinhAnh', 'NA_RL', 'Phongcu', 'random']","[0, 2, 5, 10]"
"['PhongMinhAnh', 'M_Anh', 'NA_ifelse', 'Hieu']","[0, 1, 1, 2]"
"['Hieu', 'random', 'NA_ifelse', 'M_Anh']","[0, 1, 2, 3]"
"['M_Anh', 'Phongcu', 'Hieu', 'NA_ifelse']","[0, 1, 3, 6]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'random']","[0, 3, 4, 7]"
"['PhongMinhAnh', 'M_Anh', 'Phongcu', 'Hieu']","[0, 3, 3, 6]"
"['Phongcu', 'Hieu', 'M_Anh', 'random']","[0, 3, 4, 7]"
"['Hieu', 'random', 'NA_ifelse', 'PhongMinhAnh']","[0, 4, 5, 9]"
"['Phongcu', 'Hieu', 'NA_ifelse', 'PhongMinhAnh']","[0, 1, 6, 6]"
"['Phongcu', 'Hieu', 'NA_ifelse', 'random']","[0, 2, 4, 7]"
"['PhongMinhAnh', 'Hieu', 'random', 'Phongcu']","[0, 2, 2, 6]"
"['PhongMinhAnh', 'NA_ifelse', 'random', 'M_Anh']","[0, 1, 1, 4]"
"['Phongcu', 'NA_ifelse', 'M_Anh', 'PhongMinhAnh']","[0, 6, 7, 9]"
"['NA_ifelse', 'M_Anh', 'Phongcu', 'random']","[0, 1, 5, 7]"
"['Phongcu', 'M_Anh', 'PhongMinhAnh', 'random']","[0, 3, 3, 8]"
"['Phongcu', 'PhongMinhAnh', 'random', 'NA_ifelse']","[0, 4, 4, 7]"
"['NA_ifelse', 'Hieu', 'M_Anh', 'NA_RL']","[0, 4, 4, 6]"
"['M_Anh', 'Hieu', 'PhongMinhAnh', 'NA_RL']","[0, 1, 1, 4]"
"['Hieu', 'M_Anh', 'NA_RL', 'random']","[0, 4, 5, 5]"
"['M_Anh', 'Phongcu', 'NA_RL', 'Hieu']","[0, 1, 3, 5]"
"['Hieu', 'NA_RL', 'NA_ifelse', 'PhongMinhAnh']","[0, 2, 3, 3]"
"['Hieu', 'NA_RL', 'NA_ifelse', 'random']","[0, 5, 8, 10]"
"['NA_ifelse', 'Phongcu', 'Hieu', 'NA_RL']","[0, 1, 3, 9]"
"['PhongMinhAnh', 'Hieu', 'NA_RL', 'random']","[0, 1, 6, 6]"
"['Phongcu', 'Hieu', 'NA_RL', 'PhongMinhAnh']","[0, 5, 11, 11]"
"['NA_RL', 'Hieu', 'Phongcu', 'random']","[0, 3, 5, 10]"
"['NA_RL', 'PhongMinhAnh', 'M_Anh', 'NA_ifelse']","[0, 3, 4, 8]"
"['M_Anh', 'NA_ifelse', 'random', 'NA_RL']","[0, 1, 2, 6]"
"['Phongcu', 'NA_RL', 'M_Anh', 'NA_ifelse']","[0, 3, 3, 5]"
"['random', 'M_Anh', 'NA_RL', 'PhongMinhAnh']","[0, 1, 9, 11]"
"['Phongcu', 'M_Anh', 'PhongMinhAnh', 'NA_RL']","[0, 5, 7, 8]"
"['M_Anh', 'NA_RL', 'random', 'Phongcu']","[0, 6, 9, 9]"
"['PhongMinhAnh', 'NA_ifelse', 'random', 'NA_RL']","[0, 3, 3, 4]"
"['Phongcu', 'NA_RL', 'PhongMinhAnh', 'NA_ifelse']","[0, 1, 1, 4]"
"['Phongcu', 'NA_RL', 'random', 'NA_ifelse']","[0, 2, 3, 9]"
"['PhongMinhAnh', 'Phongcu', 'NA_RL', 'random']","[0, 5, 10, 10]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'NA_ifelse']","[0, 2, 8, 10]"
"['Hieu', 'M_Anh', 'NA_ifelse', 'random']","[0, 1, 1, 4]"
"['Phongcu', 'NA_ifelse', 'Hieu', 'M_Anh']","[0, 2, 4, 5]"
"['random', 'PhongMinhAnh', 'Hieu', 'M_Anh']","[0, 1, 3, 3]"
"['Phongcu', 'Hieu', 'M_Anh', 'PhongMinhAnh']","[0, 2, 3, 4]"
"['Hieu', 'M_Anh', 'Phongcu', 'random']","[0, 4, 4, 9]"
"['Hieu', 'NA_ifelse', 'PhongMinhAnh', 'random']","[0, 2, 2, 6]"
"['Phongcu', 'NA_ifelse', 'Hieu', 'PhongMinhAnh']","[0, 2, 3, 3]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'random']","[0, 3, 11, 12]"
"['Hieu', 'random', 'PhongMinhAnh', 'Phongcu']","[0, 8, 9, 9]"
"['NA_ifelse', 'M_Anh', 'PhongMinhAnh', 'random']","[0, 1, 1, 9]"
"['PhongMinhAnh', 'M_Anh', 'NA_ifelse', 'Phongcu']","[0, 4, 8, 8]"
"['M_Anh', 'Phongcu', 'NA_ifelse', 'random']","[0, 3, 6, 8]"
"['PhongMinhAnh', 'Phongcu', 'random', 'M_Anh']","[0, 6, 7, 10]"
"['NA_ifelse', 'PhongMinhAnh', 'random', 'Phongcu']","[0, 8, 8, 8]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'NA_RL']","[0, 1, 3, 4]"
"['M_Anh', 'PhongMinhAnh', 'NA_RL', 'Hieu']","[0, 2, 3, 8]"
"['Hieu', 'M_Anh', 'random', 'NA_RL']","[0, 1, 2, 4]"
"['Phongcu', 'Hieu', 'M_Anh', 'NA_RL']","[0, 5, 9, 10]"
"['Hieu', 'NA_ifelse', 'NA_RL', 'PhongMinhAnh']","[0, 1, 2, 3]"
"['Hieu', 'NA_ifelse', 'NA_RL', 'random']","[0, 1, 5, 5]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'NA_RL']","[0, 5, 6, 9]"
"['Hieu', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 1, 11, 13]"
"['PhongMinhAnh', 'Phongcu', 'Hieu', 'NA_RL']","[0, 3, 4, 5]"
"['Phongcu', 'random', 'Hieu', 'NA_RL']","[0, 3, 5, 8]"
"['PhongMinhAnh', 'NA_ifelse', 'M_Anh', 'NA_RL']","[0, 2, 5, 10]"
"['M_Anh', 'NA_RL', 'random', 'NA_ifelse']","[0, 1, 3, 4]"
"['Phongcu', 'M_Anh', 'NA_ifelse', 'NA_RL']","[0, 1, 1, 2]"
"['M_Anh', 'NA_RL', 'PhongMinhAnh', 'random']","[0, 1, 1, 5]"
"['M_Anh', 'PhongMinhAnh', 'NA_RL', 'Phongcu']","[0, 3, 5, 6]"
"['M_Anh', 'NA_RL', 'Phongcu', 'random']","[0, 3, 4, 5]"
"['NA_RL', 'NA_ifelse', 'PhongMinhAnh', 'random']","[0, 1, 1, 1]"
"['NA_RL', 'NA_ifelse', 'PhongMinhAnh', 'Phongcu']","[0, 4, 4, 6]"
"['Phongcu', 'NA_ifelse', 'random', 'NA_RL']","[0, 1, 5, 9]"
"['Phongcu', 'PhongMinhAnh', 'NA_RL', 'random']","[0, 3, 4, 10]"
"['M_Anh', 'Hieu', 'NA_ifelse', 'PhongMinhAnh']","[0, 2, 3, 3]"
"['NA_ifelse', 'M_Anh', 'Hieu', 'random']","[0, 1, 2, 5]"
"['Phongcu', 'M_Anh', 'NA_ifelse', 'Hieu']","[0, 2, 2, 5]"
"['Hieu', 'PhongMinhAnh', 'M_Anh', 'random']","[0, 1, 2, 2]"
"['PhongMinhAnh', 'Hieu', 'M_Anh', 'Phongcu']","[0, 1, 4, 7]"
"['Hieu', 'M_Anh', 'Phongcu', 'random']","[0, 3, 3, 12]"
"['Hieu', 'NA_ifelse', 'random', 'PhongMinhAnh']","[0, 2, 4, 6]"
"['PhongMinhAnh', 'NA_ifelse', 'Hieu', 'Phongcu']","[0, 1, 2, 2]"
"['Hieu', 'Phongcu', 'NA_ifelse', 'random']","[0, 2, 4, 9]"
"['PhongMinhAnh', 'Hieu', 'Phongcu', 'random']","[0, 1, 2, 3]"
"['M_Anh', 'NA_ifelse', 'random', 'PhongMinhAnh']","[0, 3, 5, 6]"
"['Phongcu', 'M_Anh', 'NA_ifelse', 'PhongMinhAnh']","[0, 1, 3, 5]"
"['Phongcu', 'M_Anh', 'NA_ifelse', 'random']","[0, 6, 7, 9]"
"['M_Anh', 'Phongcu', 'random', 'PhongMinhAnh']","[0, 2, 4, 5]"
"['Phongcu', 'NA_ifelse', 'PhongMinhAnh', 'random']","[0, 1, 3, 3]"
